GID_0,GID_1,GID_2,crop_type,OILP_LD_2020,OILP_LD_2021,OILP_LD_2022,OILP_LD_2023,OILP_LD_2024,OILP_production_2020,OILP_production_2021,OILP_production_2022,OILP_production_2023,OILP_production_2024,OILP_EF_2020,OILP_EF_2021,OILP_EF_2022,OILP_EF_2023,OILP_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AGO,AGO.10_1,AGO.10.8_1,OILP,58.444049295874215,64.65667762705334,60.49658190717509,81.46622971492548,91.57868434111906,90.105677525754,89.86228056397792,89.94724655450099,90.03221574597309,89.96766818879402,0.6486,0.7195,0.6726,0.9049,1.018,Palm oil,1 kg palm oil,6.7,4.345619999999999,4.8206500000000005,4.50642,6.062830000000001,6.820600000000001
AGO,AGO.10_1,AGO.10.8_1,OILP,58.444049295874215,64.65667762705334,60.49658190717509,81.46622971492548,91.57868434111906,90.105677525754,89.86228056397792,89.94724655450099,90.03221574597309,89.96766818879402,0.6486,0.7195,0.6726,0.9049,1.018,Magnesium stearate,1 kg magnesium stearate,6.7,4.345619999999999,4.8206500000000005,4.50642,6.062830000000001,6.820600000000001
AGO,AGO.10_1,AGO.10.8_1,OILP,58.444049295874215,64.65667762705334,60.49658190717509,81.46622971492548,91.57868434111906,90.105677525754,89.86228056397792,89.94724655450099,90.03221574597309,89.96766818879402,0.6486,0.7195,0.6726,0.9049,1.018,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,4.08618,4.53285,4.23738,5.70087,6.4134
AGO,AGO.10_1,AGO.10.8_1,OILP,58.444049295874215,64.65667762705334,60.49658190717509,81.46622971492548,91.57868434111906,90.105677525754,89.86228056397792,89.94724655450099,90.03221574597309,89.96766818879402,0.6486,0.7195,0.6726,0.9049,1.018,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,4.02132,4.4609000000000005,4.17012,5.61038,6.3116
AGO,AGO.10_1,AGO.10.8_1,OILP,58.444049295874215,64.65667762705334,60.49658190717509,81.46622971492548,91.57868434111906,90.105677525754,89.86228056397792,89.94724655450099,90.03221574597309,89.96766818879402,0.6486,0.7195,0.6726,0.9049,1.018,Palm kernel oil,1 kg palm kernel oil,6.6,4.28076,4.7487,4.439159999999999,5.97234,6.7188
AGO,AGO.12_1,AGO.12.4_1,OILP,0,0,0,0,0,0.07722450217419854,0.07759362326918212,0.07923819484067103,0.080592448817562,0.07977864156966835,0,0,0,0,0,Palm oil,1 kg palm oil,6.7,0,0,0,0,0
AGO,AGO.12_1,AGO.12.4_1,OILP,0,0,0,0,0,0.07722450217419854,0.07759362326918212,0.07923819484067103,0.080592448817562,0.07977864156966835,0,0,0,0,0,Magnesium stearate,1 kg magnesium stearate,6.7,0,0,0,0,0
AGO,AGO.12_1,AGO.12.4_1,OILP,0,0,0,0,0,0.07722450217419854,0.07759362326918212,0.07923819484067103,0.080592448817562,0.07977864156966835,0,0,0,0,0,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0,0,0,0,0
AGO,AGO.12_1,AGO.12.4_1,OILP,0,0,0,0,0,0.07722450217419854,0.07759362326918212,0.07923819484067103,0.080592448817562,0.07977864156966835,0,0,0,0,0,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0,0,0,0,0
AGO,AGO.12_1,AGO.12.4_1,OILP,0,0,0,0,0,0.07722450217419854,0.07759362326918212,0.07923819484067103,0.080592448817562,0.07977864156966835,0,0,0,0,0,Palm kernel oil,1 kg palm kernel oil,6.6,0,0,0,0,0
AGO,AGO.17_1,AGO.17.7_1,OILP,221.68696051728185,288.7144058830995,281.11438096228756,338.3456842423927,315.2648572544901,86.05348101237664,86.46480325135701,88.29739659305808,89.80648069985415,88.89963190727303,2.576,3.339,3.184,3.767,3.546,Palm oil,1 kg palm oil,6.7,17.2592,22.3713,21.332800000000002,25.2389,23.7582
AGO,AGO.17_1,AGO.17.7_1,OILP,221.68696051728185,288.7144058830995,281.11438096228756,338.3456842423927,315.2648572544901,86.05348101237664,86.46480325135701,88.29739659305808,89.80648069985415,88.89963190727303,2.576,3.339,3.184,3.767,3.546,Magnesium stearate,1 kg magnesium stearate,6.7,17.2592,22.3713,21.332800000000002,25.2389,23.7582
AGO,AGO.17_1,AGO.17.7_1,OILP,221.68696051728185,288.7144058830995,281.11438096228756,338.3456842423927,315.2648572544901,86.05348101237664,86.46480325135701,88.29739659305808,89.80648069985415,88.89963190727303,2.576,3.339,3.184,3.767,3.546,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,16.2288,21.0357,20.0592,23.7321,22.339799999999997
AGO,AGO.17_1,AGO.17.7_1,OILP,221.68696051728185,288.7144058830995,281.11438096228756,338.3456842423927,315.2648572544901,86.05348101237664,86.46480325135701,88.29739659305808,89.80648069985415,88.89963190727303,2.576,3.339,3.184,3.767,3.546,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,15.971200000000001,20.7018,19.7408,23.3554,21.9852
AGO,AGO.17_1,AGO.17.7_1,OILP,221.68696051728185,288.7144058830995,281.11438096228756,338.3456842423927,315.2648572544901,86.05348101237664,86.46480325135701,88.29739659305808,89.80648069985415,88.89963190727303,2.576,3.339,3.184,3.767,3.546,Palm kernel oil,1 kg palm kernel oil,6.6,17.0016,22.037399999999998,21.0144,24.862199999999998,23.403599999999997
AGO,AGO.18_1,AGO.18.1_1,OILP,6.910161486058223,5.902664525663773,6.362308924910152,5.113081409734906,4.1899340017709985,32.37494312375684,32.52969031045822,33.21914650105688,33.78689241385107,33.445718788609355,0.2134,0.1815,0.1915,0.1513,0.1253,Palm oil,1 kg palm oil,6.7,1.42978,1.21605,1.28305,1.0137099999999999,0.83951
AGO,AGO.18_1,AGO.18.1_1,OILP,6.910161486058223,5.902664525663773,6.362308924910152,5.113081409734906,4.1899340017709985,32.37494312375684,32.52969031045822,33.21914650105688,33.78689241385107,33.445718788609355,0.2134,0.1815,0.1915,0.1513,0.1253,Magnesium stearate,1 kg magnesium stearate,6.7,1.42978,1.21605,1.28305,1.0137099999999999,0.83951
AGO,AGO.18_1,AGO.18.1_1,OILP,6.910161486058223,5.902664525663773,6.362308924910152,5.113081409734906,4.1899340017709985,32.37494312375684,32.52969031045822,33.21914650105688,33.78689241385107,33.445718788609355,0.2134,0.1815,0.1915,0.1513,0.1253,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,1.34442,1.1434499999999999,1.20645,0.9531899999999999,0.7893899999999999
AGO,AGO.18_1,AGO.18.1_1,OILP,6.910161486058223,5.902664525663773,6.362308924910152,5.113081409734906,4.1899340017709985,32.37494312375684,32.52969031045822,33.21914650105688,33.78689241385107,33.445718788609355,0.2134,0.1815,0.1915,0.1513,0.1253,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,1.32308,1.1253,1.1873,0.93806,0.77686
AGO,AGO.18_1,AGO.18.1_1,OILP,6.910161486058223,5.902664525663773,6.362308924910152,5.113081409734906,4.1899340017709985,32.37494312375684,32.52969031045822,33.21914650105688,33.78689241385107,33.445718788609355,0.2134,0.1815,0.1915,0.1513,0.1253,Palm kernel oil,1 kg palm kernel oil,6.6,1.40844,1.1979,1.2639,0.9985799999999999,0.8269799999999999
AGO,AGO.4_1,AGO.4.1_1,OILP,628.7865509992079,621.9064141719509,626.6090916180741,787.5534179266334,780.8219644607037,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,8.021,7.986,8.014,10.03,9.965,Palm oil,1 kg palm oil,6.7,53.740700000000004,53.5062,53.693799999999996,67.201,66.7655
AGO,AGO.4_1,AGO.4.1_1,OILP,628.7865509992079,621.9064141719509,626.6090916180741,787.5534179266334,780.8219644607037,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,8.021,7.986,8.014,10.03,9.965,Magnesium stearate,1 kg magnesium stearate,6.7,53.740700000000004,53.5062,53.693799999999996,67.201,66.7655
AGO,AGO.4_1,AGO.4.1_1,OILP,628.7865509992079,621.9064141719509,626.6090916180741,787.5534179266334,780.8219644607037,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,8.021,7.986,8.014,10.03,9.965,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,50.532300000000006,50.3118,50.48819999999999,63.18899999999999,62.7795
AGO,AGO.4_1,AGO.4.1_1,OILP,628.7865509992079,621.9064141719509,626.6090916180741,787.5534179266334,780.8219644607037,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,8.021,7.986,8.014,10.03,9.965,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,49.7302,49.5132,49.6868,62.186,61.783
AGO,AGO.4_1,AGO.4.1_1,OILP,628.7865509992079,621.9064141719509,626.6090916180741,787.5534179266334,780.8219644607037,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,8.021,7.986,8.014,10.03,9.965,Palm kernel oil,1 kg palm kernel oil,6.6,52.9386,52.70759999999999,52.892399999999995,66.198,65.76899999999999
AGO,AGO.5_1,AGO.5.2_1,OILP,2.3209858599055817,1.968523056877077,1.6160602538485729,1.2635974508200687,0.9111346477915648,7.095651387079281,7.076484337489718,7.083175248263206,7.089866411105367,7.08478341327208,0.3271,0.2782,0.2282,0.1782,0.1286,Palm oil,1 kg palm oil,6.7,2.19157,1.8639400000000002,1.52894,1.19394,0.8616199999999999
AGO,AGO.5_1,AGO.5.2_1,OILP,2.3209858599055817,1.968523056877077,1.6160602538485729,1.2635974508200687,0.9111346477915648,7.095651387079281,7.076484337489718,7.083175248263206,7.089866411105367,7.08478341327208,0.3271,0.2782,0.2282,0.1782,0.1286,Magnesium stearate,1 kg magnesium stearate,6.7,2.19157,1.8639400000000002,1.52894,1.19394,0.8616199999999999
AGO,AGO.5_1,AGO.5.2_1,OILP,2.3209858599055817,1.968523056877077,1.6160602538485729,1.2635974508200687,0.9111346477915648,7.095651387079281,7.076484337489718,7.083175248263206,7.089866411105367,7.08478341327208,0.3271,0.2782,0.2282,0.1782,0.1286,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,2.06073,1.7526599999999999,1.43766,1.12266,0.8101799999999999
AGO,AGO.5_1,AGO.5.2_1,OILP,2.3209858599055817,1.968523056877077,1.6160602538485729,1.2635974508200687,0.9111346477915648,7.095651387079281,7.076484337489718,7.083175248263206,7.089866411105367,7.08478341327208,0.3271,0.2782,0.2282,0.1782,0.1286,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,2.02802,1.7248400000000002,1.4148399999999999,1.10484,0.79732
AGO,AGO.5_1,AGO.5.2_1,OILP,2.3209858599055817,1.968523056877077,1.6160602538485729,1.2635974508200687,0.9111346477915648,7.095651387079281,7.076484337489718,7.083175248263206,7.089866411105367,7.08478341327208,0.3271,0.2782,0.2282,0.1782,0.1286,Palm kernel oil,1 kg palm kernel oil,6.6,2.15886,1.83612,1.50612,1.1761199999999998,0.8487599999999998
AGO,AGO.5_1,AGO.5.3_1,OILP,0.5372640333045943,0.4546080281808106,0.3719520230570268,0.28929601793324305,0.20664001280945937,5.866893222988044,5.851045342757281,5.856577584539068,5.862110034738646,5.857907262658428,0.09158,0.0777,0.06351,0.04935,0.03528,Palm oil,1 kg palm oil,6.7,0.613586,0.52059,0.425517,0.330645,0.236376
AGO,AGO.5_1,AGO.5.3_1,OILP,0.5372640333045943,0.4546080281808106,0.3719520230570268,0.28929601793324305,0.20664001280945937,5.866893222988044,5.851045342757281,5.856577584539068,5.862110034738646,5.857907262658428,0.09158,0.0777,0.06351,0.04935,0.03528,Magnesium stearate,1 kg magnesium stearate,6.7,0.613586,0.52059,0.425517,0.330645,0.236376
AGO,AGO.5_1,AGO.5.3_1,OILP,0.5372640333045943,0.4546080281808106,0.3719520230570268,0.28929601793324305,0.20664001280945937,5.866893222988044,5.851045342757281,5.856577584539068,5.862110034738646,5.857907262658428,0.09158,0.0777,0.06351,0.04935,0.03528,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.576954,0.48951,0.400113,0.310905,0.222264
AGO,AGO.5_1,AGO.5.3_1,OILP,0.5372640333045943,0.4546080281808106,0.3719520230570268,0.28929601793324305,0.20664001280945937,5.866893222988044,5.851045342757281,5.856577584539068,5.862110034738646,5.857907262658428,0.09158,0.0777,0.06351,0.04935,0.03528,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.567796,0.48174000000000006,0.393762,0.30597,0.21873599999999999
AGO,AGO.5_1,AGO.5.3_1,OILP,0.5372640333045943,0.4546080281808106,0.3719520230570268,0.28929601793324305,0.20664001280945937,5.866893222988044,5.851045342757281,5.856577584539068,5.862110034738646,5.857907262658428,0.09158,0.0777,0.06351,0.04935,0.03528,Palm kernel oil,1 kg palm kernel oil,6.6,0.604428,0.51282,0.419166,0.32570999999999994,0.23284799999999997
AGO,AGO.5_1,AGO.5.7_1,OILP,15.69570575582459,13.655561770074373,11.615417784324146,9.575273798573924,7.5351298128237,2.565229240671747,2.558299943644263,2.56071885052491,2.563137848533755,2.561300236458286,6.119,5.338,4.536,3.736,2.942,Palm oil,1 kg palm oil,6.7,40.9973,35.7646,30.391199999999998,25.031200000000002,19.7114
AGO,AGO.5_1,AGO.5.7_1,OILP,15.69570575582459,13.655561770074373,11.615417784324146,9.575273798573924,7.5351298128237,2.565229240671747,2.558299943644263,2.56071885052491,2.563137848533755,2.561300236458286,6.119,5.338,4.536,3.736,2.942,Magnesium stearate,1 kg magnesium stearate,6.7,40.9973,35.7646,30.391199999999998,25.031200000000002,19.7114
AGO,AGO.5_1,AGO.5.7_1,OILP,15.69570575582459,13.655561770074373,11.615417784324146,9.575273798573924,7.5351298128237,2.565229240671747,2.558299943644263,2.56071885052491,2.563137848533755,2.561300236458286,6.119,5.338,4.536,3.736,2.942,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,38.549699999999994,33.6294,28.576799999999995,23.5368,18.5346
AGO,AGO.5_1,AGO.5.7_1,OILP,15.69570575582459,13.655561770074373,11.615417784324146,9.575273798573924,7.5351298128237,2.565229240671747,2.558299943644263,2.56071885052491,2.563137848533755,2.561300236458286,6.119,5.338,4.536,3.736,2.942,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,37.9378,33.095600000000005,28.123199999999997,23.163200000000003,18.2404
AGO,AGO.5_1,AGO.5.7_1,OILP,15.69570575582459,13.655561770074373,11.615417784324146,9.575273798573924,7.5351298128237,2.565229240671747,2.558299943644263,2.56071885052491,2.563137848533755,2.561300236458286,6.119,5.338,4.536,3.736,2.942,Palm kernel oil,1 kg palm kernel oil,6.6,40.3854,35.2308,29.937599999999996,24.6576,19.4172
AGO,AGO.8_1,AGO.8.1_1,OILP,466.0743789028666,590.9752736623163,555.0501702838692,535.4309257295316,534.0747721538856,993.0314685965868,990.3490533588194,991.2854416604974,992.2218652390104,991.5105032331976,0.4693,0.5967,0.5599,0.5396,0.5386,Palm oil,1 kg palm oil,6.7,3.14431,3.99789,3.75133,3.61532,3.6086199999999997
AGO,AGO.8_1,AGO.8.1_1,OILP,466.0743789028666,590.9752736623163,555.0501702838692,535.4309257295316,534.0747721538856,993.0314685965868,990.3490533588194,991.2854416604974,992.2218652390104,991.5105032331976,0.4693,0.5967,0.5599,0.5396,0.5386,Magnesium stearate,1 kg magnesium stearate,6.7,3.14431,3.99789,3.75133,3.61532,3.6086199999999997
AGO,AGO.8_1,AGO.8.1_1,OILP,466.0743789028666,590.9752736623163,555.0501702838692,535.4309257295316,534.0747721538856,993.0314685965868,990.3490533588194,991.2854416604974,992.2218652390104,991.5105032331976,0.4693,0.5967,0.5599,0.5396,0.5386,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,2.95659,3.75921,3.5273699999999995,3.3994799999999996,3.3931799999999996
AGO,AGO.8_1,AGO.8.1_1,OILP,466.0743789028666,590.9752736623163,555.0501702838692,535.4309257295316,534.0747721538856,993.0314685965868,990.3490533588194,991.2854416604974,992.2218652390104,991.5105032331976,0.4693,0.5967,0.5599,0.5396,0.5386,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,2.90966,3.6995400000000003,3.47138,3.34552,3.33932
AGO,AGO.8_1,AGO.8.1_1,OILP,466.0743789028666,590.9752736623163,555.0501702838692,535.4309257295316,534.0747721538856,993.0314685965868,990.3490533588194,991.2854416604974,992.2218652390104,991.5105032331976,0.4693,0.5967,0.5599,0.5396,0.5386,Palm kernel oil,1 kg palm kernel oil,6.6,3.09738,3.93822,3.6953399999999994,3.5613599999999996,3.5547599999999995
AGO,AGO.8_1,AGO.8.2_1,OILP,576.5117479611324,561.1139964090218,539.5214970154497,573.1621457822823,688.0711106130243,12554.67660650286,12520.763425602236,12532.601975212649,12544.440970820258,12535.447378758412,0.04592,0.04481,0.04305,0.04569,0.05489,Palm oil,1 kg palm oil,6.7,0.30766400000000005,0.300227,0.288435,0.30612300000000003,0.367763
AGO,AGO.8_1,AGO.8.2_1,OILP,576.5117479611324,561.1139964090218,539.5214970154497,573.1621457822823,688.0711106130243,12554.67660650286,12520.763425602236,12532.601975212649,12544.440970820258,12535.447378758412,0.04592,0.04481,0.04305,0.04569,0.05489,Magnesium stearate,1 kg magnesium stearate,6.7,0.30766400000000005,0.300227,0.288435,0.30612300000000003,0.367763
AGO,AGO.8_1,AGO.8.2_1,OILP,576.5117479611324,561.1139964090218,539.5214970154497,573.1621457822823,688.0711106130243,12554.67660650286,12520.763425602236,12532.601975212649,12544.440970820258,12535.447378758412,0.04592,0.04481,0.04305,0.04569,0.05489,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.289296,0.282303,0.271215,0.287847,0.345807
AGO,AGO.8_1,AGO.8.2_1,OILP,576.5117479611324,561.1139964090218,539.5214970154497,573.1621457822823,688.0711106130243,12554.67660650286,12520.763425602236,12532.601975212649,12544.440970820258,12535.447378758412,0.04592,0.04481,0.04305,0.04569,0.05489,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.284704,0.277822,0.26691,0.28327800000000003,0.340318
AGO,AGO.8_1,AGO.8.2_1,OILP,576.5117479611324,561.1139964090218,539.5214970154497,573.1621457822823,688.0711106130243,12554.67660650286,12520.763425602236,12532.601975212649,12544.440970820258,12535.447378758412,0.04592,0.04481,0.04305,0.04569,0.05489,Palm kernel oil,1 kg palm kernel oil,6.6,0.303072,0.295746,0.28413,0.301554,0.362274
AGO,AGO.8_1,AGO.8.3_1,OILP,4.151140641256824,3.648521108275318,3.145901575293812,2.6432820423123053,2.140662509330799,0.23562941426925377,0.23499292292805252,0.2352151118858353,0.23543730921420877,0.2352685151547415,17.62,15.53,13.37,11.23,9.099,Palm oil,1 kg palm oil,6.7,118.05400000000002,104.051,89.579,75.241,60.963300000000004
AGO,AGO.8_1,AGO.8.3_1,OILP,4.151140641256824,3.648521108275318,3.145901575293812,2.6432820423123053,2.140662509330799,0.23562941426925377,0.23499292292805252,0.2352151118858353,0.23543730921420877,0.2352685151547415,17.62,15.53,13.37,11.23,9.099,Magnesium stearate,1 kg magnesium stearate,6.7,118.05400000000002,104.051,89.579,75.241,60.963300000000004
AGO,AGO.8_1,AGO.8.3_1,OILP,4.151140641256824,3.648521108275318,3.145901575293812,2.6432820423123053,2.140662509330799,0.23562941426925377,0.23499292292805252,0.2352151118858353,0.23543730921420877,0.2352685151547415,17.62,15.53,13.37,11.23,9.099,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,111.006,97.839,84.231,70.749,57.3237
AGO,AGO.8_1,AGO.8.3_1,OILP,4.151140641256824,3.648521108275318,3.145901575293812,2.6432820423123053,2.140662509330799,0.23562941426925377,0.23499292292805252,0.2352151118858353,0.23543730921420877,0.2352685151547415,17.62,15.53,13.37,11.23,9.099,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,109.24400000000001,96.286,82.89399999999999,69.626,56.4138
AGO,AGO.8_1,AGO.8.3_1,OILP,4.151140641256824,3.648521108275318,3.145901575293812,2.6432820423123053,2.140662509330799,0.23562941426925377,0.23499292292805252,0.2352151118858353,0.23543730921420877,0.2352685151547415,17.62,15.53,13.37,11.23,9.099,Palm kernel oil,1 kg palm kernel oil,6.6,116.292,102.49799999999999,88.24199999999999,74.118,60.053399999999996
AGO,AGO.8_1,AGO.8.4_1,OILP,6536.638267990729,7347.6151687765805,7740.4663668957555,8548.451051013557,8574.191844961833,17783.40239471242,17735.365176284344,17752.13420173122,17768.90385892257,17756.16464853727,0.3676,0.4143,0.436,0.4811,0.4829,Palm oil,1 kg palm oil,6.7,2.46292,2.77581,2.9212000000000002,3.22337,3.23543
AGO,AGO.8_1,AGO.8.4_1,OILP,6536.638267990729,7347.6151687765805,7740.4663668957555,8548.451051013557,8574.191844961833,17783.40239471242,17735.365176284344,17752.13420173122,17768.90385892257,17756.16464853727,0.3676,0.4143,0.436,0.4811,0.4829,Magnesium stearate,1 kg magnesium stearate,6.7,2.46292,2.77581,2.9212000000000002,3.22337,3.23543
AGO,AGO.8_1,AGO.8.4_1,OILP,6536.638267990729,7347.6151687765805,7740.4663668957555,8548.451051013557,8574.191844961833,17783.40239471242,17735.365176284344,17752.13420173122,17768.90385892257,17756.16464853727,0.3676,0.4143,0.436,0.4811,0.4829,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,2.31588,2.61009,2.7468,3.03093,3.04227
AGO,AGO.8_1,AGO.8.4_1,OILP,6536.638267990729,7347.6151687765805,7740.4663668957555,8548.451051013557,8574.191844961833,17783.40239471242,17735.365176284344,17752.13420173122,17768.90385892257,17756.16464853727,0.3676,0.4143,0.436,0.4811,0.4829,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,2.27912,2.56866,2.7032000000000003,2.9828200000000002,2.99398
AGO,AGO.8_1,AGO.8.4_1,OILP,6536.638267990729,7347.6151687765805,7740.4663668957555,8548.451051013557,8574.191844961833,17783.40239471242,17735.365176284344,17752.13420173122,17768.90385892257,17756.16464853727,0.3676,0.4143,0.436,0.4811,0.4829,Palm kernel oil,1 kg palm kernel oil,6.6,2.42616,2.73438,2.8775999999999997,3.17526,3.18714
AGO,AGO.8_1,AGO.8.5_1,OILP,138.92001826223202,118.1815845898536,97.4431509174752,76.7047172450968,55.99072306318107,2668.198163065663,2660.990722378908,2663.5067247670145,2666.0228219412265,2664.111447672426,0.05207,0.04441,0.03658,0.02877,0.02102,Palm oil,1 kg palm oil,6.7,0.348869,0.297547,0.24508600000000003,0.192759,0.14083400000000001
AGO,AGO.8_1,AGO.8.5_1,OILP,138.92001826223202,118.1815845898536,97.4431509174752,76.7047172450968,55.99072306318107,2668.198163065663,2660.990722378908,2663.5067247670145,2666.0228219412265,2664.111447672426,0.05207,0.04441,0.03658,0.02877,0.02102,Magnesium stearate,1 kg magnesium stearate,6.7,0.348869,0.297547,0.24508600000000003,0.192759,0.14083400000000001
AGO,AGO.8_1,AGO.8.5_1,OILP,138.92001826223202,118.1815845898536,97.4431509174752,76.7047172450968,55.99072306318107,2668.198163065663,2660.990722378908,2663.5067247670145,2666.0228219412265,2664.111447672426,0.05207,0.04441,0.03658,0.02877,0.02102,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.32804099999999997,0.279783,0.230454,0.181251,0.132426
