GID_0,crop_type,OILP_LD_2020,OILP_LD_2021,OILP_LD_2022,OILP_LD_2023,OILP_LD_2024,OILP_production_2020,OILP_production_2021,OILP_production_2022,OILP_production_2023,OILP_production_2024,OILP_EF_2020,OILP_EF_2021,OILP_EF_2022,OILP_EF_2023,OILP_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
MDG,OILP,114023.037512022,119008.1856006486,123486.70630232042,128718.99491265768,130178.7689481224,18287.628323074947,18330.12095021578,18322.744181372105,18315.36741252843,18321.306788496495,6.235,6.492,6.74,7.028,7.105,Magnesium stearate,1 kg magnesium stearate,6.7,41.7745,43.4964,45.158,47.0876,47.603500000000004
MDG,OILP,114023.037512022,119008.1856006486,123486.70630232042,128718.99491265768,130178.7689481224,18287.628323074947,18330.12095021578,18322.744181372105,18315.36741252843,18321.306788496495,6.235,6.492,6.74,7.028,7.105,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,39.2805,40.8996,42.462,44.276399999999995,44.7615
MDG,OILP,114023.037512022,119008.1856006486,123486.70630232042,128718.99491265768,130178.7689481224,18287.628323074947,18330.12095021578,18322.744181372105,18315.36741252843,18321.306788496495,6.235,6.492,6.74,7.028,7.105,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,38.657000000000004,40.2504,41.788000000000004,43.5736,44.051
MDG,OILP,114023.037512022,119008.1856006486,123486.70630232042,128718.99491265768,130178.7689481224,18287.628323074947,18330.12095021578,18322.744181372105,18315.36741252843,18321.306788496495,6.235,6.492,6.74,7.028,7.105,Palm kernel oil,1 kg palm kernel oil,6.6,41.151,42.8472,44.484,46.38479999999999,46.893
MEX,OILP,510672.7571602298,508093.20971407223,494797.8105097338,512845.09257025504,565571.3688282326,395864.90940073726,403444.7215013329,433112.2122413193,351965.9642690602,375694.28878554667,1.29,1.259,1.142,1.457,1.505,Palm oil,1 kg palm oil,6.7,8.643,8.4353,7.6514,9.7619,10.083499999999999
MEX,OILP,510672.7571602298,508093.20971407223,494797.8105097338,512845.09257025504,565571.3688282326,395864.90940073726,403444.7215013329,433112.2122413193,351965.9642690602,375694.28878554667,1.29,1.259,1.142,1.457,1.505,Magnesium stearate,1 kg magnesium stearate,6.7,8.643,8.4353,7.6514,9.7619,10.083499999999999
MEX,OILP,510672.7571602298,508093.20971407223,494797.8105097338,512845.09257025504,565571.3688282326,395864.90940073726,403444.7215013329,433112.2122413193,351965.9642690602,375694.28878554667,1.29,1.259,1.142,1.457,1.505,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,8.127,7.931699999999999,7.194599999999999,9.1791,9.481499999999999
MEX,OILP,510672.7571602298,508093.20971407223,494797.8105097338,512845.09257025504,565571.3688282326,395864.90940073726,403444.7215013329,433112.2122413193,351965.9642690602,375694.28878554667,1.29,1.259,1.142,1.457,1.505,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.998,7.8058,7.0804,9.0334,9.331
MEX,OILP,510672.7571602298,508093.20971407223,494797.8105097338,512845.09257025504,565571.3688282326,395864.90940073726,403444.7215013329,433112.2122413193,351965.9642690602,375694.28878554667,1.29,1.259,1.142,1.457,1.505,Palm kernel oil,1 kg palm kernel oil,6.6,8.514,8.309399999999998,7.537199999999999,9.6162,9.932999999999998
MMR,OILP,3659.293209004848,3580.017779614718,3467.381232673921,3539.454312869471,4120.883712805228,30700.683974071613,31992.775674478595,35178.70252979816,34571.419619860564,34648.93840148654,0.1192,0.1119,0.09856,0.1024,0.1189,Palm oil,1 kg palm oil,6.7,0.79864,0.74973,0.6603519999999999,0.68608,0.7966300000000001
MMR,OILP,3659.293209004848,3580.017779614718,3467.381232673921,3539.454312869471,4120.883712805228,30700.683974071613,31992.775674478595,35178.70252979816,34571.419619860564,34648.93840148654,0.1192,0.1119,0.09856,0.1024,0.1189,Magnesium stearate,1 kg magnesium stearate,6.7,0.79864,0.74973,0.6603519999999999,0.68608,0.7966300000000001
MMR,OILP,3659.293209004848,3580.017779614718,3467.381232673921,3539.454312869471,4120.883712805228,30700.683974071613,31992.775674478595,35178.70252979816,34571.419619860564,34648.93840148654,0.1192,0.1119,0.09856,0.1024,0.1189,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.75096,0.70497,0.6209279999999999,0.64512,0.74907
MMR,OILP,3659.293209004848,3580.017779614718,3467.381232673921,3539.454312869471,4120.883712805228,30700.683974071613,31992.775674478595,35178.70252979816,34571.419619860564,34648.93840148654,0.1192,0.1119,0.09856,0.1024,0.1189,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.73904,0.6937800000000001,0.611072,0.63488,0.7371800000000001
MMR,OILP,3659.293209004848,3580.017779614718,3467.381232673921,3539.454312869471,4120.883712805228,30700.683974071613,31992.775674478595,35178.70252979816,34571.419619860564,34648.93840148654,0.1192,0.1119,0.09856,0.1024,0.1189,Palm kernel oil,1 kg palm kernel oil,6.6,0.78672,0.73854,0.650496,0.67584,0.78474
MYS,OILP,68532915.30123678,64214513.481198475,59341998.86276595,55069919.56506401,50797189.14875844,73651892.96447991,69424890.3088804,72019209.31356554,72124306.1151049,71459640.55360615,0.9305,0.92490000000000006,0.824,0.7635,0.7109,Palm oil,1 kg palm oil,6.7,6.23435,6.19683,5.5207999999999995,5.11545,4.76303
MYS,OILP,68532915.30123678,64214513.481198475,59341998.86276595,55069919.56506401,50797189.14875844,73651892.96447991,69424890.3088804,72019209.31356554,72124306.1151049,71459640.55360615,0.9305,0.92490000000000006,0.824,0.7635,0.7109,Magnesium stearate,1 kg magnesium stearate,6.7,6.23435,6.19683,5.5207999999999995,5.11545,4.76303
MYS,OILP,68532915.30123678,64214513.481198475,59341998.86276595,55069919.56506401,50797189.14875844,73651892.96447991,69424890.3088804,72019209.31356554,72124306.1151049,71459640.55360615,0.9305,0.92490000000000006,0.824,0.7635,0.7109,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,5.86215,5.82687,5.191199999999999,4.8100499999999995,4.47867
MYS,OILP,68532915.30123678,64214513.481198475,59341998.86276595,55069919.56506401,50797189.14875844,73651892.96447991,69424890.3088804,72019209.31356554,72124306.1151049,71459640.55360615,0.9305,0.92490000000000006,0.824,0.7635,0.7109,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,5.7691,5.734380000000001,5.1088,4.7337,4.40758
MYS,OILP,68532915.30123678,64214513.481198475,59341998.86276595,55069919.56506401,50797189.14875844,73651892.96447991,69424890.3088804,72019209.31356554,72124306.1151049,71459640.55360615,0.9305,0.92490000000000006,0.824,0.7635,0.7109,Palm kernel oil,1 kg palm kernel oil,6.6,6.141299999999999,6.10434,5.4384,5.0390999999999995,4.69194
NAM,OILP,3.975686944311367,3.406844262033215,2.8380015797550633,2.2691588974769115,1.70031621519876,243.55640305156595,242.89849901985917,243.12816280577988,243.35783524389265,243.18336265477305,0.01632,0.01403,0.01167,0.009324,0.006992,Palm oil,1 kg palm oil,6.7,0.10934400000000001,0.094001,0.078189,0.06247080000000001,0.0468464
NAM,OILP,3.975686944311367,3.406844262033215,2.8380015797550633,2.2691588974769115,1.70031621519876,243.55640305156595,242.89849901985917,243.12816280577988,243.35783524389265,243.18336265477305,0.01632,0.01403,0.01167,0.009324,0.006992,Magnesium stearate,1 kg magnesium stearate,6.7,0.10934400000000001,0.094001,0.078189,0.06247080000000001,0.0468464
NAM,OILP,3.975686944311367,3.406844262033215,2.8380015797550633,2.2691588974769115,1.70031621519876,243.55640305156595,242.89849901985917,243.12816280577988,243.35783524389265,243.18336265477305,0.01632,0.01403,0.01167,0.009324,0.006992,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.102816,0.08838900000000001,0.073521,0.0587412,0.0440496
NAM,OILP,3.975686944311367,3.406844262033215,2.8380015797550633,2.2691588974769115,1.70031621519876,243.55640305156595,242.89849901985917,243.12816280577988,243.35783524389265,243.18336265477305,0.01632,0.01403,0.01167,0.009324,0.006992,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.10118400000000001,0.08698600000000001,0.072354,0.05780880000000001,0.043350400000000004
NAM,OILP,3.975686944311367,3.406844262033215,2.8380015797550633,2.2691588974769115,1.70031621519876,243.55640305156595,242.89849901985917,243.12816280577988,243.35783524389265,243.18336265477305,0.01632,0.01403,0.01167,0.009324,0.006992,Palm kernel oil,1 kg palm kernel oil,6.6,0.107712,0.092598,0.077022,0.0615384,0.0461472
NGA,OILP,2296469.1525711403,2434397.4623414166,2625556.806393884,2689674.0436601746,3024926.0877120243,1944889.9998203735,2042071.1406072103,2158243.8174845083,2254029.7767243315,2192838.3329728083,1.181,1.192,1.217,1.193,1.379,Palm oil,1 kg palm oil,6.7,7.912700000000001,7.9864,8.1539,7.993100000000001,9.2393
NGA,OILP,2296469.1525711403,2434397.4623414166,2625556.806393884,2689674.0436601746,3024926.0877120243,1944889.9998203735,2042071.1406072103,2158243.8174845083,2254029.7767243315,2192838.3329728083,1.181,1.192,1.217,1.193,1.379,Magnesium stearate,1 kg magnesium stearate,6.7,7.912700000000001,7.9864,8.1539,7.993100000000001,9.2393
NGA,OILP,2296469.1525711403,2434397.4623414166,2625556.806393884,2689674.0436601746,3024926.0877120243,1944889.9998203735,2042071.1406072103,2158243.8174845083,2254029.7767243315,2192838.3329728083,1.181,1.192,1.217,1.193,1.379,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,7.4403,7.5096,7.6671000000000005,7.5159,8.6877
NGA,OILP,2296469.1525711403,2434397.4623414166,2625556.806393884,2689674.0436601746,3024926.0877120243,1944889.9998203735,2042071.1406072103,2158243.8174845083,2254029.7767243315,2192838.3329728083,1.181,1.192,1.217,1.193,1.379,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.3222000000000005,7.3904,7.545400000000001,7.3966,8.5498
NGA,OILP,2296469.1525711403,2434397.4623414166,2625556.806393884,2689674.0436601746,3024926.0877120243,1944889.9998203735,2042071.1406072103,2158243.8174845083,2254029.7767243315,2192838.3329728083,1.181,1.192,1.217,1.193,1.379,Palm kernel oil,1 kg palm kernel oil,6.6,7.7946,7.8671999999999995,8.0322,7.8738,9.1014
NIC,OILP,308467.03617373476,301054.03999361716,294067.72749530664,302728.58302620787,312499.78584757406,438719.46535876434,455918.6820440376,473870.6979097092,422629.0375356155,437115.3897870587,0.7031,0.6603,0.6206,0.7163,0.7149,Palm oil,1 kg palm oil,6.7,4.71077,4.42401,4.1580200000000005,4.79921,4.78983
NIC,OILP,308467.03617373476,301054.03999361716,294067.72749530664,302728.58302620787,312499.78584757406,438719.46535876434,455918.6820440376,473870.6979097092,422629.0375356155,437115.3897870587,0.7031,0.6603,0.6206,0.7163,0.7149,Magnesium stearate,1 kg magnesium stearate,6.7,4.71077,4.42401,4.1580200000000005,4.79921,4.78983
NIC,OILP,308467.03617373476,301054.03999361716,294067.72749530664,302728.58302620787,312499.78584757406,438719.46535876434,455918.6820440376,473870.6979097092,422629.0375356155,437115.3897870587,0.7031,0.6603,0.6206,0.7163,0.7149,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,4.42953,4.15989,3.90978,4.51269,4.50387
NIC,OILP,308467.03617373476,301054.03999361716,294067.72749530664,302728.58302620787,312499.78584757406,438719.46535876434,455918.6820440376,473870.6979097092,422629.0375356155,437115.3897870587,0.7031,0.6603,0.6206,0.7163,0.7149,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,4.35922,4.09386,3.8477200000000003,4.44106,4.43238
NIC,OILP,308467.03617373476,301054.03999361716,294067.72749530664,302728.58302620787,312499.78584757406,438719.46535876434,455918.6820440376,473870.6979097092,422629.0375356155,437115.3897870587,0.7031,0.6603,0.6206,0.7163,0.7149,Palm kernel oil,1 kg palm kernel oil,6.6,4.640459999999999,4.3579799999999995,4.09596,4.72758,4.7183399999999995
PAN,OILP,240762.4278493364,252933.82751510368,258303.18476027696,269921.4797568718,272814.28183849104,151311.80012001432,145737.01226280266,138951.83924519975,141342.228572209,140786.94682183454,1.591,1.736,1.859,1.91,1.938,Palm oil,1 kg palm oil,6.7,10.6597,11.6312,12.4553,12.797,12.9846
PAN,OILP,240762.4278493364,252933.82751510368,258303.18476027696,269921.4797568718,272814.28183849104,151311.80012001432,145737.01226280266,138951.83924519975,141342.228572209,140786.94682183454,1.591,1.736,1.859,1.91,1.938,Magnesium stearate,1 kg magnesium stearate,6.7,10.6597,11.6312,12.4553,12.797,12.9846
PAN,OILP,240762.4278493364,252933.82751510368,258303.18476027696,269921.4797568718,272814.28183849104,151311.80012001432,145737.01226280266,138951.83924519975,141342.228572209,140786.94682183454,1.591,1.736,1.859,1.91,1.938,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,10.023299999999999,10.9368,11.7117,12.033,12.209399999999999
PAN,OILP,240762.4278493364,252933.82751510368,258303.18476027696,269921.4797568718,272814.28183849104,151311.80012001432,145737.01226280266,138951.83924519975,141342.228572209,140786.94682183454,1.591,1.736,1.859,1.91,1.938,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,9.8642,10.7632,11.5258,11.842,12.0156
PAN,OILP,240762.4278493364,252933.82751510368,258303.18476027696,269921.4797568718,272814.28183849104,151311.80012001432,145737.01226280266,138951.83924519975,141342.228572209,140786.94682183454,1.591,1.736,1.859,1.91,1.938,Palm kernel oil,1 kg palm kernel oil,6.6,10.500599999999999,11.4576,12.2694,12.605999999999998,12.790799999999999
PER,OILP,4501451.693079054,4715295.971064105,4943389.695347344,5086951.346371839,5173867.459382658,751807.6694124968,1101937.7898100698,1258727.559655032,1272494.66105558,1224374.948752059,5.988,4.279,3.927,3.998,4.226,Palm oil,1 kg palm oil,6.7,40.119600000000005,28.6693,26.3109,26.786600000000004,28.3142
PER,OILP,4501451.693079054,4715295.971064105,4943389.695347344,5086951.346371839,5173867.459382658,751807.6694124968,1101937.7898100698,1258727.559655032,1272494.66105558,1224374.948752059,5.988,4.279,3.927,3.998,4.226,Magnesium stearate,1 kg magnesium stearate,6.7,40.119600000000005,28.6693,26.3109,26.786600000000004,28.3142
PER,OILP,4501451.693079054,4715295.971064105,4943389.695347344,5086951.346371839,5173867.459382658,751807.6694124968,1101937.7898100698,1258727.559655032,1272494.66105558,1224374.948752059,5.988,4.279,3.927,3.998,4.226,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,37.7244,26.9577,24.740099999999998,25.1874,26.6238
PER,OILP,4501451.693079054,4715295.971064105,4943389.695347344,5086951.346371839,5173867.459382658,751807.6694124968,1101937.7898100698,1258727.559655032,1272494.66105558,1224374.948752059,5.988,4.279,3.927,3.998,4.226,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,37.125600000000006,26.5298,24.3474,24.7876,26.2012
PER,OILP,4501451.693079054,4715295.971064105,4943389.695347344,5086951.346371839,5173867.459382658,751807.6694124968,1101937.7898100698,1258727.559655032,1272494.66105558,1224374.948752059,5.988,4.279,3.927,3.998,4.226,Palm kernel oil,1 kg palm kernel oil,6.6,39.5208,28.2414,25.9182,26.3868,27.891599999999997
PHL,OILP,399751.1471682261,366033.8710476339,334119.8011508575,296849.3969562055,265149.7388764126,371982.2789998336,394463.84336346306,402413.65506083594,407879.5249903508,402336.13588803617,1.075,0.9279,0.8303,0.7278,0.659,Palm oil,1 kg palm oil,6.7,7.2025,6.21693,5.56301,4.87626,4.4153
PHL,OILP,399751.1471682261,366033.8710476339,334119.8011508575,296849.3969562055,265149.7388764126,371982.2789998336,394463.84336346306,402413.65506083594,407879.5249903508,402336.13588803617,1.075,0.9279,0.8303,0.7278,0.659,Magnesium stearate,1 kg magnesium stearate,6.7,7.2025,6.21693,5.56301,4.87626,4.4153
PHL,OILP,399751.1471682261,366033.8710476339,334119.8011508575,296849.3969562055,265149.7388764126,371982.2789998336,394463.84336346306,402413.65506083594,407879.5249903508,402336.13588803617,1.075,0.9279,0.8303,0.7278,0.659,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,6.7725,5.84577,5.2308900000000005,4.58514,4.1517
PHL,OILP,399751.1471682261,366033.8710476339,334119.8011508575,296849.3969562055,265149.7388764126,371982.2789998336,394463.84336346306,402413.65506083594,407879.5249903508,402336.13588803617,1.075,0.9279,0.8303,0.7278,0.659,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,6.665,5.75298,5.1478600000000005,4.51236,4.0858
PHL,OILP,399751.1471682261,366033.8710476339,334119.8011508575,296849.3969562055,265149.7388764126,371982.2789998336,394463.84336346306,402413.65506083594,407879.5249903508,402336.13588803617,1.075,0.9279,0.8303,0.7278,0.659,Palm kernel oil,1 kg palm kernel oil,6.6,7.095,6.12414,5.47998,4.8034799999999995,4.3494
PNG,OILP,4788127.30618013,4877918.011298233,5364000.553598294,5395052.091925853,5407528.162007528,1651424.457888147,1725743.3996557605,1826625.1605331711,1875876.416832727,1843811.2670579772,2.899,2.827,2.937,2.876,2.933,Palm oil,1 kg palm oil,6.7,19.4233,18.9409,19.6779,19.2692,19.6511
PNG,OILP,4788127.30618013,4877918.011298233,5364000.553598294,5395052.091925853,5407528.162007528,1651424.457888147,1725743.3996557605,1826625.1605331711,1875876.416832727,1843811.2670579772,2.899,2.827,2.937,2.876,2.933,Magnesium stearate,1 kg magnesium stearate,6.7,19.4233,18.9409,19.6779,19.2692,19.6511
PNG,OILP,4788127.30618013,4877918.011298233,5364000.553598294,5395052.091925853,5407528.162007528,1651424.457888147,1725743.3996557605,1826625.1605331711,1875876.416832727,1843811.2670579772,2.899,2.827,2.937,2.876,2.933,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,18.2637,17.8101,18.5031,18.1188,18.477899999999998
PNG,OILP,4788127.30618013,4877918.011298233,5364000.553598294,5395052.091925853,5407528.162007528,1651424.457888147,1725743.3996557605,1826625.1605331711,1875876.416832727,1843811.2670579772,2.899,2.827,2.937,2.876,2.933,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,17.9738,17.5274,18.2094,17.8312,18.1846
PNG,OILP,4788127.30618013,4877918.011298233,5364000.553598294,5395052.091925853,5407528.162007528,1651424.457888147,1725743.3996557605,1826625.1605331711,1875876.416832727,1843811.2670579772,2.899,2.827,2.937,2.876,2.933,Palm kernel oil,1 kg palm kernel oil,6.6,19.133399999999998,18.658199999999997,19.384199999999996,18.981599999999997,19.357799999999997
PRY,OILP,278032.39636765746,291232.46548911725,309228.1165380811,319165.9242626708,403178.17495602067,98358.91156583693,97789.63605553676,97541.84485113603,97896.79973252,97767.8714007974,2.827,2.978,3.17,3.26,4.124,Palm oil,1 kg palm oil,6.7,18.9409,19.9526,21.239,21.842,27.630799999999997
PRY,OILP,278032.39636765746,291232.46548911725,309228.1165380811,319165.9242626708,403178.17495602067,98358.91156583693,97789.63605553676,97541.84485113603,97896.79973252,97767.8714007974,2.827,2.978,3.17,3.26,4.124,Magnesium stearate,1 kg magnesium stearate,6.7,18.9409,19.9526,21.239,21.842,27.630799999999997
PRY,OILP,278032.39636765746,291232.46548911725,309228.1165380811,319165.9242626708,403178.17495602067,98358.91156583693,97789.63605553676,97541.84485113603,97896.79973252,97767.8714007974,2.827,2.978,3.17,3.26,4.124,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,17.8101,18.761400000000002,19.971,20.537999999999997,25.981199999999998
PRY,OILP,278032.39636765746,291232.46548911725,309228.1165380811,319165.9242626708,403178.17495602067,98358.91156583693,97789.63605553676,97541.84485113603,97896.79973252,97767.8714007974,2.827,2.978,3.17,3.26,4.124,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,17.5274,18.463600000000003,19.654,20.212,25.5688
PRY,OILP,278032.39636765746,291232.46548911725,309228.1165380811,319165.9242626708,403178.17495602067,98358.91156583693,97789.63605553676,97541.84485113603,97896.79973252,97767.8714007974,2.827,2.978,3.17,3.26,4.124,Palm kernel oil,1 kg palm kernel oil,6.6,18.658199999999997,19.6548,20.921999999999997,21.516,27.218399999999995
RWA,OILP,12.649179866538637,14.076557203211156,13.070394034604911,12.06423086599867,11.058067697392428,522.4156052942689,514.9129243498604,514.3667359202159,513.8205766931235,514.2760790359469,0.02421,0.02734,0.02541,0.02348,0.0215,Palm oil,1 kg palm oil,6.7,0.162207,0.183178,0.17024699999999998,0.157316,0.14404999999999998
RWA,OILP,12.649179866538637,14.076557203211156,13.070394034604911,12.06423086599867,11.058067697392428,522.4156052942689,514.9129243498604,514.3667359202159,513.8205766931235,514.2760790359469,0.02421,0.02734,0.02541,0.02348,0.0215,Magnesium stearate,1 kg magnesium stearate,6.7,0.162207,0.183178,0.17024699999999998,0.157316,0.14404999999999998
RWA,OILP,12.649179866538637,14.076557203211156,13.070394034604911,12.06423086599867,11.058067697392428,522.4156052942689,514.9129243498604,514.3667359202159,513.8205766931235,514.2760790359469,0.02421,0.02734,0.02541,0.02348,0.0215,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.152523,0.172242,0.16008299999999998,0.147924,0.13545
RWA,OILP,12.649179866538637,14.076557203211156,13.070394034604911,12.06423086599867,11.058067697392428,522.4156052942689,514.9129243498604,514.3667359202159,513.8205766931235,514.2760790359469,0.02421,0.02734,0.02541,0.02348,0.0215,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.15010199999999999,0.169508,0.157542,0.145576,0.1333
RWA,OILP,12.649179866538637,14.076557203211156,13.070394034604911,12.06423086599867,11.058067697392428,522.4156052942689,514.9129243498604,514.3667359202159,513.8205766931235,514.2760790359469,0.02421,0.02734,0.02541,0.02348,0.0215,Palm kernel oil,1 kg palm kernel oil,6.6,0.15978599999999998,0.180444,0.167706,0.154968,0.14189999999999997
SEN,OILP,47875.596554828706,44829.15275870192,43300.69921901766,41109.07296196533,39808.73380039235,67233.80040512641,67474.81195999096,67198.43942103423,67302.76751972713,67288.67027509463,0.7121,0.6644,0.6444,0.6108,0.5916,Palm oil,1 kg palm oil,6.7,4.77107,4.45148,4.31748,4.09236,3.9637200000000004
SEN,OILP,47875.596554828706,44829.15275870192,43300.69921901766,41109.07296196533,39808.73380039235,67233.80040512641,67474.81195999096,67198.43942103423,67302.76751972713,67288.67027509463,0.7121,0.6644,0.6444,0.6108,0.5916,Magnesium stearate,1 kg magnesium stearate,6.7,4.77107,4.45148,4.31748,4.09236,3.9637200000000004
SEN,OILP,47875.596554828706,44829.15275870192,43300.69921901766,41109.07296196533,39808.73380039235,67233.80040512641,67474.81195999096,67198.43942103423,67302.76751972713,67288.67027509463,0.7121,0.6644,0.6444,0.6108,0.5916,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,4.48623,4.18572,4.0597199999999996,3.84804,3.72708
SEN,OILP,47875.596554828706,44829.15275870192,43300.69921901766,41109.07296196533,39808.73380039235,67233.80040512641,67474.81195999096,67198.43942103423,67302.76751972713,67288.67027509463,0.7121,0.6644,0.6444,0.6108,0.5916,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,4.41502,4.11928,3.99528,3.78696,3.66792
SEN,OILP,47875.596554828706,44829.15275870192,43300.69921901766,41109.07296196533,39808.73380039235,67233.80040512641,67474.81195999096,67198.43942103423,67302.76751972713,67288.67027509463,0.7121,0.6644,0.6444,0.6108,0.5916,Palm kernel oil,1 kg palm kernel oil,6.6,4.699859999999999,4.38504,4.2530399999999995,4.03128,3.90456
SGP,OILP,61.351174092712114,54.14815371118973,50.73345881760627,52.416766049976594,46.39310968813028,8050.748416632669,7587.837495314034,7871.844032764838,7883.308854271893,7810.562487075811,0.007621,0.007136,0.006445,0.006649,0.00594,Palm oil,1 kg palm oil,6.7,0.0510607,0.0478112,0.043181500000000005,0.044548300000000006,0.039798
SGP,OILP,61.351174092712114,54.14815371118973,50.73345881760627,52.416766049976594,46.39310968813028,8050.748416632669,7587.837495314034,7871.844032764838,7883.308854271893,7810.562487075811,0.007621,0.007136,0.006445,0.006649,0.00594,Magnesium stearate,1 kg magnesium stearate,6.7,0.0510607,0.0478112,0.043181500000000005,0.044548300000000006,0.039798
SGP,OILP,61.351174092712114,54.14815371118973,50.73345881760627,52.416766049976594,46.39310968813028,8050.748416632669,7587.837495314034,7871.844032764838,7883.308854271893,7810.562487075811,0.007621,0.007136,0.006445,0.006649,0.00594,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.0480123,0.0449568,0.0406035,0.0418887,0.037422
SGP,OILP,61.351174092712114,54.14815371118973,50.73345881760627,52.416766049976594,46.39310968813028,8050.748416632669,7587.837495314034,7871.844032764838,7883.308854271893,7810.562487075811,0.007621,0.007136,0.006445,0.006649,0.00594,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.0472502,0.0442432,0.039959,0.041223800000000005,0.036828
SGP,OILP,61.351174092712114,54.14815371118973,50.73345881760627,52.416766049976594,46.39310968813028,8050.748416632669,7587.837495314034,7871.844032764838,7883.308854271893,7810.562487075811,0.007621,0.007136,0.006445,0.006649,0.00594,Palm kernel oil,1 kg palm kernel oil,6.6,0.0502986,0.047097599999999996,0.042537,0.0438834,0.039203999999999996
SLB,OILP,123726.03309510525,122186.8411656198,127109.1213090578,125598.37985730048,121561.6980542893,84419.54278604154,94883.9905504046,97945.81248088097,100951.206484992,98504.34796062666,1.466,1.288,1.298,1.244,1.234,Palm oil,1 kg palm oil,6.7,9.8222,8.6296,8.6966,8.3348,8.2678
SLB,OILP,123726.03309510525,122186.8411656198,127109.1213090578,125598.37985730048,121561.6980542893,84419.54278604154,94883.9905504046,97945.81248088097,100951.206484992,98504.34796062666,1.466,1.288,1.298,1.244,1.234,Magnesium stearate,1 kg magnesium stearate,6.7,9.8222,8.6296,8.6966,8.3348,8.2678
SLB,OILP,123726.03309510525,122186.8411656198,127109.1213090578,125598.37985730048,121561.6980542893,84419.54278604154,94883.9905504046,97945.81248088097,100951.206484992,98504.34796062666,1.466,1.288,1.298,1.244,1.234,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,9.2358,8.1144,8.1774,7.8372,7.7741999999999996
SLB,OILP,123726.03309510525,122186.8411656198,127109.1213090578,125598.37985730048,121561.6980542893,84419.54278604154,94883.9905504046,97945.81248088097,100951.206484992,98504.34796062666,1.466,1.288,1.298,1.244,1.234,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,9.0892,7.985600000000001,8.047600000000001,7.7128000000000005,7.6508
SLB,OILP,123726.03309510525,122186.8411656198,127109.1213090578,125598.37985730048,121561.6980542893,84419.54278604154,94883.9905504046,97945.81248088097,100951.206484992,98504.34796062666,1.466,1.288,1.298,1.244,1.234,Palm kernel oil,1 kg palm kernel oil,6.6,9.6756,8.5008,8.5668,8.2104,8.1444
SLE,OILP,2060024.0073955413,2101127.70779509,2111470.1380969165,2111882.7830868675,2156716.003022557,292788.7010001582,289388.61011765304,333114.4465782328,350046.1591764624,339584.66652756056,7.036,7.261,6.339,6.033,6.351,Palm oil,1 kg palm oil,6.7,47.1412,48.648700000000005,42.47130000000001,40.4211,42.551700000000004
SLE,OILP,2060024.0073955413,2101127.70779509,2111470.1380969165,2111882.7830868675,2156716.003022557,292788.7010001582,289388.61011765304,333114.4465782328,350046.1591764624,339584.66652756056,7.036,7.261,6.339,6.033,6.351,Magnesium stearate,1 kg magnesium stearate,6.7,47.1412,48.648700000000005,42.47130000000001,40.4211,42.551700000000004
