GID_0,GID_1,crop_type,COCO_LD_2020,COCO_LD_2021,COCO_LD_2022,COCO_LD_2023,COCO_LD_2024,COCO_production_2020,COCO_production_2021,COCO_production_2022,COCO_production_2023,COCO_production_2024,COCO_EF_2020,COCO_EF_2021,COCO_EF_2022,COCO_EF_2023,COCO_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AGO,AGO.12_1,COCO,62.135125373370705,41.91526296456913,24.25549109867521,11.518650566432004,3.535926036055912,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,26950,22270,6928,3760,1106,Cocoa powder,1 kg cocoa powder,0.8,21560,17816,5542.4000000000005,3008,884.8000000000001
AGO,AGO.12_1,COCO,62.135125373370705,41.91526296456913,24.25549109867521,11.518650566432004,3.535926036055912,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,26950,22270,6928,3760,1106,Cocoa beans,1 kg cocoa bean,1,26950,22270,6928,3760,1106
AGO,AGO.17_1,COCO,70306.73892211121,82967.5509851792,88682.57273698211,96979.21865246612,100766.88209671626,1.8109572066625257,1.5069654396755523,2.6733957114623865,2.357757632345516,2.453517084093454,38820,55060,33170,41130,41070,Cocoa liquor,1 kg cocoa liquor,1.2,46584,66072,39804,49356,49284
AGO,AGO.17_1,COCO,70306.73892211121,82967.5509851792,88682.57273698211,96979.21865246612,100766.88209671626,1.8109572066625257,1.5069654396755523,2.6733957114623865,2.357757632345516,2.453517084093454,38820,55060,33170,41130,41070,Cocoa butter,1 kg cocoa butter,1.6,62112,88096,53072,65808,65712
AGO,AGO.17_1,COCO,70306.73892211121,82967.5509851792,88682.57273698211,96979.21865246612,100766.88209671626,1.8109572066625257,1.5069654396755523,2.6733957114623865,2.357757632345516,2.453517084093454,38820,55060,33170,41130,41070,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,31056,44048,26536,32904,32856
AGO,AGO.17_1,COCO,70306.73892211121,82967.5509851792,88682.57273698211,96979.21865246612,100766.88209671626,1.8109572066625257,1.5069654396755523,2.6733957114623865,2.357757632345516,2.453517084093454,38820,55060,33170,41130,41070,Cocoa powder,1 kg cocoa powder,0.8,31056,44048,26536,32904,32856
AGO,AGO.17_1,COCO,70306.73892211121,82967.5509851792,88682.57273698211,96979.21865246612,100766.88209671626,1.8109572066625257,1.5069654396755523,2.6733957114623865,2.357757632345516,2.453517084093454,38820,55060,33170,41130,41070,Cocoa beans,1 kg cocoa bean,1,38820,55060,33170,41130,41070
AGO,AGO.18_1,COCO,52.20744408695241,46.79967091576225,40.72752263206737,39.95574131148637,35.31543994403962,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,47.3,51.94,24.3,27.24,23.08,Cocoa liquor,1 kg cocoa liquor,1.2,56.76,62.327999999999996,29.16,32.687999999999995,27.695999999999998
AGO,AGO.18_1,COCO,52.20744408695241,46.79967091576225,40.72752263206737,39.95574131148637,35.31543994403962,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,47.3,51.94,24.3,27.24,23.08,Cocoa butter,1 kg cocoa butter,1.6,75.67999999999999,83.104,38.88,43.584,36.928
AGO,AGO.18_1,COCO,52.20744408695241,46.79967091576225,40.72752263206737,39.95574131148637,35.31543994403962,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,47.3,51.94,24.3,27.24,23.08,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,37.839999999999996,41.552,19.44,21.792,18.464
AGO,AGO.18_1,COCO,52.20744408695241,46.79967091576225,40.72752263206737,39.95574131148637,35.31543994403962,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,47.3,51.94,24.3,27.24,23.08,Cocoa powder,1 kg cocoa powder,0.8,37.839999999999996,41.552,19.44,21.792,18.464
AGO,AGO.18_1,COCO,52.20744408695241,46.79967091576225,40.72752263206737,39.95574131148637,35.31543994403962,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,47.3,51.94,24.3,27.24,23.08,Cocoa beans,1 kg cocoa bean,1,47.3,51.94,24.3,27.24,23.08
AGO,AGO.1_1,COCO,3273.001133717783,3317.301324210051,3332.5241626698075,3650.4741464876497,3803.29217166462,102.46240642291616,103.09583326023775,103.2283587332944,102.92961487030227,103.04502134665822,31.94,32.18,32.28,35.47,36.91,Cocoa liquor,1 kg cocoa liquor,1.2,38.328,38.616,38.736,42.564,44.291999999999994
AGO,AGO.1_1,COCO,3273.001133717783,3317.301324210051,3332.5241626698075,3650.4741464876497,3803.29217166462,102.46240642291616,103.09583326023775,103.2283587332944,102.92961487030227,103.04502134665822,31.94,32.18,32.28,35.47,36.91,Cocoa butter,1 kg cocoa butter,1.6,51.104000000000006,51.488,51.648,56.752,59.056
AGO,AGO.1_1,COCO,3273.001133717783,3317.301324210051,3332.5241626698075,3650.4741464876497,3803.29217166462,102.46240642291616,103.09583326023775,103.2283587332944,102.92961487030227,103.04502134665822,31.94,32.18,32.28,35.47,36.91,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,25.552000000000003,25.744,25.824,28.376,29.528
AGO,AGO.1_1,COCO,3273.001133717783,3317.301324210051,3332.5241626698075,3650.4741464876497,3803.29217166462,102.46240642291616,103.09583326023775,103.2283587332944,102.92961487030227,103.04502134665822,31.94,32.18,32.28,35.47,36.91,Cocoa powder,1 kg cocoa powder,0.8,25.552000000000003,25.744,25.824,28.376,29.528
AGO,AGO.1_1,COCO,3273.001133717783,3317.301324210051,3332.5241626698075,3650.4741464876497,3803.29217166462,102.46240642291616,103.09583326023775,103.2283587332944,102.92961487030227,103.04502134665822,31.94,32.18,32.28,35.47,36.91,Cocoa beans,1 kg cocoa bean,1,31.94,32.18,32.28,35.47,36.91
AGO,AGO.4_1,COCO,2130.755637044304,2061.0514330016467,1999.2981711350435,2275.9267911133,2207.6881273060294,54.97203193934317,59.544236597443586,56.606543436008614,56.457212595725096,57.17927084137532,38.76,34.61,35.32,40.31,38.61,Cocoa liquor,1 kg cocoa liquor,1.2,46.51199999999999,41.532,42.384,48.372,46.332
AGO,AGO.4_1,COCO,2130.755637044304,2061.0514330016467,1999.2981711350435,2275.9267911133,2207.6881273060294,54.97203193934317,59.544236597443586,56.606543436008614,56.457212595725096,57.17927084137532,38.76,34.61,35.32,40.31,38.61,Cocoa butter,1 kg cocoa butter,1.6,62.016,55.376000000000005,56.512,64.49600000000001,61.776
AGO,AGO.4_1,COCO,2130.755637044304,2061.0514330016467,1999.2981711350435,2275.9267911133,2207.6881273060294,54.97203193934317,59.544236597443586,56.606543436008614,56.457212595725096,57.17927084137532,38.76,34.61,35.32,40.31,38.61,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,31.008,27.688000000000002,28.256,32.248000000000005,30.888
AGO,AGO.4_1,COCO,2130.755637044304,2061.0514330016467,1999.2981711350435,2275.9267911133,2207.6881273060294,54.97203193934317,59.544236597443586,56.606543436008614,56.457212595725096,57.17927084137532,38.76,34.61,35.32,40.31,38.61,Cocoa powder,1 kg cocoa powder,0.8,31.008,27.688000000000002,28.256,32.248000000000005,30.888
AGO,AGO.4_1,COCO,2130.755637044304,2061.0514330016467,1999.2981711350435,2275.9267911133,2207.6881273060294,54.97203193934317,59.544236597443586,56.606543436008614,56.457212595725096,57.17927084137532,38.76,34.61,35.32,40.31,38.61,Cocoa beans,1 kg cocoa bean,1,38.76,34.61,35.32,40.31,38.61
AGO,AGO.5_1,COCO,0.9873809802500876,0.855640210345426,0.7238994404407645,0.5921586705361028,0.46041790063144133,0.00144442209172457,0.00145335156887878,0.00145521979282239,0.00145100837274612,0.00145263526859793,683.6,588.7,497.5,408.1,317,Cocoa liquor,1 kg cocoa liquor,1.2,820.32,706.44,597,489.72,380.4
AGO,AGO.5_1,COCO,0.9873809802500876,0.855640210345426,0.7238994404407645,0.5921586705361028,0.46041790063144133,0.00144442209172457,0.00145335156887878,0.00145521979282239,0.00145100837274612,0.00145263526859793,683.6,588.7,497.5,408.1,317,Cocoa butter,1 kg cocoa butter,1.6,1093.76,941.9200000000001,796,652.96,507.20000000000005
AGO,AGO.5_1,COCO,0.9873809802500876,0.855640210345426,0.7238994404407645,0.5921586705361028,0.46041790063144133,0.00144442209172457,0.00145335156887878,0.00145521979282239,0.00145100837274612,0.00145263526859793,683.6,588.7,497.5,408.1,317,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,546.88,470.96000000000004,398,326.48,253.60000000000002
AGO,AGO.5_1,COCO,0.9873809802500876,0.855640210345426,0.7238994404407645,0.5921586705361028,0.46041790063144133,0.00144442209172457,0.00145335156887878,0.00145521979282239,0.00145100837274612,0.00145263526859793,683.6,588.7,497.5,408.1,317,Cocoa powder,1 kg cocoa powder,0.8,546.88,470.96000000000004,398,326.48,253.60000000000002
AGO,AGO.5_1,COCO,0.9873809802500876,0.855640210345426,0.7238994404407645,0.5921586705361028,0.46041790063144133,0.00144442209172457,0.00145335156887878,0.00145521979282239,0.00145100837274612,0.00145263526859793,683.6,588.7,497.5,408.1,317,Cocoa beans,1 kg cocoa bean,1,683.6,588.7,497.5,408.1,317
AGO,AGO.6_1,COCO,42778.166392876934,54913.284064658044,56907.437897171425,57406.53720846154,59219.94594604353,2.0339906653502027,2.04656487982821,2.0491956551977215,2.043265263263059,2.045556207852629,21030,26830,27770,28100,28950,Cocoa liquor,1 kg cocoa liquor,1.2,25236,32196,33324,33720,34740
AGO,AGO.6_1,COCO,42778.166392876934,54913.284064658044,56907.437897171425,57406.53720846154,59219.94594604353,2.0339906653502027,2.04656487982821,2.0491956551977215,2.043265263263059,2.045556207852629,21030,26830,27770,28100,28950,Cocoa butter,1 kg cocoa butter,1.6,33648,42928,44432,44960,46320
AGO,AGO.6_1,COCO,42778.166392876934,54913.284064658044,56907.437897171425,57406.53720846154,59219.94594604353,2.0339906653502027,2.04656487982821,2.0491956551977215,2.043265263263059,2.045556207852629,21030,26830,27770,28100,28950,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,16824,21464,22216,22480,23160
AGO,AGO.6_1,COCO,42778.166392876934,54913.284064658044,56907.437897171425,57406.53720846154,59219.94594604353,2.0339906653502027,2.04656487982821,2.0491956551977215,2.043265263263059,2.045556207852629,21030,26830,27770,28100,28950,Cocoa powder,1 kg cocoa powder,0.8,16824,21464,22216,22480,23160
AGO,AGO.6_1,COCO,42778.166392876934,54913.284064658044,56907.437897171425,57406.53720846154,59219.94594604353,2.0339906653502027,2.04656487982821,2.0491956551977215,2.043265263263059,2.045556207852629,21030,26830,27770,28100,28950,Cocoa beans,1 kg cocoa bean,1,21030,26830,27770,28100,28950
AGO,AGO.7_1,COCO,1713.8930067278684,1777.4606975444008,1875.7727702932991,1986.575061799755,2158.570108284137,0.5934747319892523,0.5971436173457274,0.5979112210195998,0.5961808601954467,0.596849308556326,2888,2977,3137,3332,3617,Cocoa liquor,1 kg cocoa liquor,1.2,3465.6,3572.4,3764.3999999999996,3998.3999999999996,4340.4
AGO,AGO.7_1,COCO,1713.8930067278684,1777.4606975444008,1875.7727702932991,1986.575061799755,2158.570108284137,0.5934747319892523,0.5971436173457274,0.5979112210195998,0.5961808601954467,0.596849308556326,2888,2977,3137,3332,3617,Cocoa butter,1 kg cocoa butter,1.6,4620.8,4763.2,5019.200000000001,5331.200000000001,5787.200000000001
AGO,AGO.7_1,COCO,1713.8930067278684,1777.4606975444008,1875.7727702932991,1986.575061799755,2158.570108284137,0.5934747319892523,0.5971436173457274,0.5979112210195998,0.5961808601954467,0.596849308556326,2888,2977,3137,3332,3617,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,2310.4,2381.6,2509.6000000000004,2665.6000000000004,2893.6000000000004
AGO,AGO.7_1,COCO,1713.8930067278684,1777.4606975444008,1875.7727702932991,1986.575061799755,2158.570108284137,0.5934747319892523,0.5971436173457274,0.5979112210195998,0.5961808601954467,0.596849308556326,2888,2977,3137,3332,3617,Cocoa powder,1 kg cocoa powder,0.8,2310.4,2381.6,2509.6000000000004,2665.6000000000004,2893.6000000000004
AGO,AGO.7_1,COCO,1713.8930067278684,1777.4606975444008,1875.7727702932991,1986.575061799755,2158.570108284137,0.5934747319892523,0.5971436173457274,0.5979112210195998,0.5961808601954467,0.596849308556326,2888,2977,3137,3332,3617,Cocoa beans,1 kg cocoa bean,1,2888,2977,3137,3332,3617
AGO,AGO.8_1,COCO,130.13679142683722,125.16037496853068,110.65003434639598,99.610388033172,87.18192510634238,25.038717253465546,25.193507639853596,25.225892862537616,25.15288888597871,25.18109074294826,5.197,4.968,4.386,3.96,3.462,Cocoa liquor,1 kg cocoa liquor,1.2,6.2364,5.9616,5.2632,4.752,4.1544
AGO,AGO.8_1,COCO,130.13679142683722,125.16037496853068,110.65003434639598,99.610388033172,87.18192510634238,25.038717253465546,25.193507639853596,25.225892862537616,25.15288888597871,25.18109074294826,5.197,4.968,4.386,3.96,3.462,Cocoa butter,1 kg cocoa butter,1.6,8.3152,7.9488,7.017600000000001,6.336,5.539200000000001
AGO,AGO.8_1,COCO,130.13679142683722,125.16037496853068,110.65003434639598,99.610388033172,87.18192510634238,25.038717253465546,25.193507639853596,25.225892862537616,25.15288888597871,25.18109074294826,5.197,4.968,4.386,3.96,3.462,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,4.1576,3.9744,3.5088000000000004,3.168,2.7696000000000005
AGO,AGO.8_1,COCO,130.13679142683722,125.16037496853068,110.65003434639598,99.610388033172,87.18192510634238,25.038717253465546,25.193507639853596,25.225892862537616,25.15288888597871,25.18109074294826,5.197,4.968,4.386,3.96,3.462,Cocoa powder,1 kg cocoa powder,0.8,4.1576,3.9744,3.5088000000000004,3.168,2.7696000000000005
AGO,AGO.8_1,COCO,130.13679142683722,125.16037496853068,110.65003434639598,99.610388033172,87.18192510634238,25.038717253465546,25.193507639853596,25.225892862537616,25.15288888597871,25.18109074294826,5.197,4.968,4.386,3.96,3.462,Cocoa beans,1 kg cocoa bean,1,5.197,4.968,4.386,3.96,3.462
ARG,ARG.14_1,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5,Cocoa liquor,1 kg cocoa liquor,1.2,13.92,15,15.623999999999999,15.227999999999998,15
ARG,ARG.14_1,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5,Cocoa butter,1 kg cocoa butter,1.6,18.56,20,20.832,20.304000000000002,20
ARG,ARG.14_1,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,9.28,10,10.416,10.152000000000001,10
ARG,ARG.14_1,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5,Cocoa powder,1 kg cocoa powder,0.8,9.28,10,10.416,10.152000000000001,10
ARG,ARG.14_1,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5,Cocoa beans,1 kg cocoa bean,1,11.6,12.5,13.02,12.69,12.5
BEN,BEN.11_1,COCO,181.91186175494832,157.66863492085523,133.50293439632773,109.40187103219876,85.34487455872205,86.44389767043614,67.68381888438063,67.68381888438063,68.70685013770105,68.34371910085717,2.104,2.329,1.972,1.592,1.249,Cocoa liquor,1 kg cocoa liquor,1.2,2.5248,2.7948,2.3664,1.9104,1.4988000000000001
BEN,BEN.11_1,COCO,181.91186175494832,157.66863492085523,133.50293439632773,109.40187103219876,85.34487455872205,86.44389767043614,67.68381888438063,67.68381888438063,68.70685013770105,68.34371910085717,2.104,2.329,1.972,1.592,1.249,Cocoa butter,1 kg cocoa butter,1.6,3.3664000000000005,3.7264000000000004,3.1552000000000002,2.5472,1.9984000000000002
BEN,BEN.11_1,COCO,181.91186175494832,157.66863492085523,133.50293439632773,109.40187103219876,85.34487455872205,86.44389767043614,67.68381888438063,67.68381888438063,68.70685013770105,68.34371910085717,2.104,2.329,1.972,1.592,1.249,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,1.6832000000000003,1.8632000000000002,1.5776000000000001,1.2736,0.9992000000000001
BEN,BEN.11_1,COCO,181.91186175494832,157.66863492085523,133.50293439632773,109.40187103219876,85.34487455872205,86.44389767043614,67.68381888438063,67.68381888438063,68.70685013770105,68.34371910085717,2.104,2.329,1.972,1.592,1.249,Cocoa powder,1 kg cocoa powder,0.8,1.6832000000000003,1.8632000000000002,1.5776000000000001,1.2736,0.9992000000000001
BEN,BEN.11_1,COCO,181.91186175494832,157.66863492085523,133.50293439632773,109.40187103219876,85.34487455872205,86.44389767043614,67.68381888438063,67.68381888438063,68.70685013770105,68.34371910085717,2.104,2.329,1.972,1.592,1.249,Cocoa beans,1 kg cocoa bean,1,2.104,2.329,1.972,1.592,1.249
BEN,BEN.12_1,COCO,4.140213497422391,3.335151309524884,2.6206522462954043,2.0638995300209366,1.5867059804166237,29.18647971900644,22.451138245389572,35.92182119262331,33.67670736808435,34.204309116851014,0.1419,0.1486,0.07295,0.06129,0.04639,Cocoa liquor,1 kg cocoa liquor,1.2,0.17028,0.17832,0.08753999999999999,0.07354799999999999,0.055668
BEN,BEN.12_1,COCO,4.140213497422391,3.335151309524884,2.6206522462954043,2.0638995300209366,1.5867059804166237,29.18647971900644,22.451138245389572,35.92182119262331,33.67670736808435,34.204309116851014,0.1419,0.1486,0.07295,0.06129,0.04639,Cocoa butter,1 kg cocoa butter,1.6,0.22704000000000002,0.23776000000000003,0.11672,0.098064,0.074224
BEN,BEN.12_1,COCO,4.140213497422391,3.335151309524884,2.6206522462954043,2.0638995300209366,1.5867059804166237,29.18647971900644,22.451138245389572,35.92182119262331,33.67670736808435,34.204309116851014,0.1419,0.1486,0.07295,0.06129,0.04639,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,0.11352000000000001,0.11888000000000001,0.05836,0.049032,0.037112
BEN,BEN.12_1,COCO,4.140213497422391,3.335151309524884,2.6206522462954043,2.0638995300209366,1.5867059804166237,29.18647971900644,22.451138245389572,35.92182119262331,33.67670736808435,34.204309116851014,0.1419,0.1486,0.07295,0.06129,0.04639,Cocoa powder,1 kg cocoa powder,0.8,0.11352000000000001,0.11888000000000001,0.05836,0.049032,0.037112
BEN,BEN.12_1,COCO,4.140213497422391,3.335151309524884,2.6206522462954043,2.0638995300209366,1.5867059804166237,29.18647971900644,22.451138245389572,35.92182119262331,33.67670736808435,34.204309116851014,0.1419,0.1486,0.07295,0.06129,0.04639,Cocoa beans,1 kg cocoa bean,1,0.1419,0.1486,0.07295,0.06129,0.04639
BEN,BEN.5_1,COCO,1312.9011760901035,1163.1961350556994,1069.1307450819593,986.9918534945988,849.15872668852,182.12280299869792,140.39861476888544,214.2452529746032,202.19928263400416,204.9986808715626,7.209,8.285,4.99,4.881,4.142,Cocoa liquor,1 kg cocoa liquor,1.2,8.650799999999998,9.942,5.988,5.8572,4.970400000000001
BEN,BEN.5_1,COCO,1312.9011760901035,1163.1961350556994,1069.1307450819593,986.9918534945988,849.15872668852,182.12280299869792,140.39861476888544,214.2452529746032,202.19928263400416,204.9986808715626,7.209,8.285,4.99,4.881,4.142,Cocoa butter,1 kg cocoa butter,1.6,11.5344,13.256,7.984000000000001,7.8096000000000005,6.627200000000001
BEN,BEN.5_1,COCO,1312.9011760901035,1163.1961350556994,1069.1307450819593,986.9918534945988,849.15872668852,182.12280299869792,140.39861476888544,214.2452529746032,202.19928263400416,204.9986808715626,7.209,8.285,4.99,4.881,4.142,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,5.7672,6.628,3.9920000000000004,3.9048000000000003,3.3136000000000005
BEN,BEN.5_1,COCO,1312.9011760901035,1163.1961350556994,1069.1307450819593,986.9918534945988,849.15872668852,182.12280299869792,140.39861476888544,214.2452529746032,202.19928263400416,204.9986808715626,7.209,8.285,4.99,4.881,4.142,Cocoa powder,1 kg cocoa powder,0.8,5.7672,6.628,3.9920000000000004,3.9048000000000003,3.3136000000000005
BEN,BEN.5_1,COCO,1312.9011760901035,1163.1961350556994,1069.1307450819593,986.9918534945988,849.15872668852,182.12280299869792,140.39861476888544,214.2452529746032,202.19928263400416,204.9986808715626,7.209,8.285,4.99,4.881,4.142,Cocoa beans,1 kg cocoa bean,1,7.209,8.285,4.99,4.881,4.142
BEN,BEN.6_1,COCO,255.52998447657563,213.63149423005896,172.7111652993907,134.12393665932723,97.58923949564527,34.88648727538744,26.835759442605724,42.937215108169156,40.253639163908574,40.88427951080982,7.325,7.961,4.022,3.332,2.387,Cocoa liquor,1 kg cocoa liquor,1.2,8.79,9.5532,4.8264000000000005,3.9983999999999997,2.8644
BEN,BEN.6_1,COCO,255.52998447657563,213.63149423005896,172.7111652993907,134.12393665932723,97.58923949564527,34.88648727538744,26.835759442605724,42.937215108169156,40.253639163908574,40.88427951080982,7.325,7.961,4.022,3.332,2.387,Cocoa butter,1 kg cocoa butter,1.6,11.72,12.7376,6.435200000000001,5.3312,3.8192000000000004
BEN,BEN.6_1,COCO,255.52998447657563,213.63149423005896,172.7111652993907,134.12393665932723,97.58923949564527,34.88648727538744,26.835759442605724,42.937215108169156,40.253639163908574,40.88427951080982,7.325,7.961,4.022,3.332,2.387,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,5.86,6.3688,3.2176000000000005,2.6656,1.9096000000000002
BEN,BEN.6_1,COCO,255.52998447657563,213.63149423005896,172.7111652993907,134.12393665932723,97.58923949564527,34.88648727538744,26.835759442605724,42.937215108169156,40.253639163908574,40.88427951080982,7.325,7.961,4.022,3.332,2.387,Cocoa powder,1 kg cocoa powder,0.8,5.86,6.3688,3.2176000000000005,2.6656,1.9096000000000002
