crop_type,LD_20,LD_21,LD_22,LD_23,LD_24,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
PMIL,9387924.105455687,9982177.74,10548241.036480283,11191433.912757548,11670214.298615772,988801.0419809474,944483.3000889677,953047.3033014996,995652.7838421714,976255.8499767575,9.494249810505941,10.56892984684797,11.067909221231293,11.240297917483238,11.954053129508637
POTA,9726206.929,9873027.821868606,9987340.901131619,10320003.400274616,10523497.408258857,25125074.414705608,25640307.99513866,25493415.49257014,26038429.07486697,25832355.189145606,0.3871115670413477,0.38505886215331375,0.391761587,0.3963374046338216,0.4073766147610375
RAPE,3717232.404,3722004.4940234856,3692072.3389344886,3671071.180898581,3623168.4043965973,3653137.1605660147,3574306.6720026783,4330142.088439289,4646462.773462854,4396226.296205776,1.0175452605598758,1.041322090009152,0.8526446161643673,0.790078681,0.8241542086956768
RCOF,40279045.24482883,40745043.866880745,40962056.490593985,41802462.278711766,42291585.75330453,2592716.328842124,2557553.7445769077,2591024.5706292293,2640567.5062984363,2610118.6054045814,15.535461707381218,15.931256167451972,15.809211905947448,15.83086294101631,16.202936397501034
REST,909116696.2829285,890140179.4554882,870226160.1122878,866342342.3296279,855863677.8,78285022.00087786,78285022.00087786,78285022.00087786,78285022.00087786,78285022.00087786,11.612907208134066,11.370504302157654,11.116125893182089,11.066514643374733,10.932661905825992
RICE,131719115.62822011,131040019.88056535,130290605.0303101,131106116.81057538,131846610.63052142,119290145.4182535,121742562.45248656,120300491.7322605,121473810.36880541,120903803.2238267,1.1041910894348257,1.0763698187452508,1.0830429963684893,1.0792953346283074,1.0905083803396698
SESA,36834807.29048751,39264266.50123671,41169381.65825172,43584181.81272727,46072027.52984202,1609342.1632942744,1922994.425490039,1628854.1674589186,2124476.7520535183,1974386.1856316961,22.888114243578745,20.418294499855843,25.27505683487779,20.515254765955344,23.33486116602942
SMIL,1438482.392,1439471.107704235,1455218.3217718976,1492521.8009161344,1506641.2680796974,570633.5406998805,570633.5406998805,570633.5406998805,570633.5406998805,570633.5406998805,2.520851455875824,2.5225841192908636,2.5501801383547775,2.615552179224447,2.640295672476255
SORG,14555646.130044825,14644807.972561015,14833467.507230006,15175726.294805627,15298633.20484016,6154617.094190652,6660156.288305107,6706741.815129257,7040460.8221626775,6931278.298166766,2.3649962145953665,2.1988685157849144,2.2117248458511183,2.1555018454238017,2.2071878442518247
SOYB,163097413.13527533,166356581.23756427,171208316.7509219,175840874.3137542,176387767.08925685,95647947.42,102029527.26025914,91383941.99945351,106511044.58510177,102056369.20504391,1.7051846645476239,1.6304748802101012,1.8735054869043157,1.650916813356931,1.728336687491517
SUGB,118111.0556759505,112049.56966110041,105836.15917119128,101535.11249806602,97466.12870428555,7109180.014129758,7691455.426929395,7118227.517605577,7426379.661,7416388.062435546,0.016613878877901587,0.014568058116646094,0.014868330481067898,0.013672222151232557,0.013141994173411366
SUGC,48279662.11,49287582.49630155,50179768.51888246,51493979.54236162,52057809.85622232,581305123.9525211,559870483.2193147,581395745.6114465,598828661.4414376,590461277.1586719,0.083053908,0.088033901,0.086309143,0.085991174,0.088164647
SUNF,9854026.516,9853517.082459927,9862574.777149342,10073994.705144545,10104622.864546701,2541922.2623504545,2739239.774848701,2861602.015230594,3192525.958944018,3040293.934989354,3.8766041989100084,3.597172169057079,3.446522166484634,3.155493435197216,3.3235677472685166
SWPO,7289345.623,7465674.8309971215,7638694.525008476,7906632.675557482,8154794.764277261,12750040.086824767,13027947.90918096,12950015.569655811,13376592.249024112,13194431.523176482,0.5717115846834186,0.5730507124407495,0.58985987189909606,0.5910797405171941,0.6180482084395282
TEAS,12039264.782564769,12303432.408116795,12542499.708430456,12790476.670743026,12917243.964492256,6259727.843803885,6509100.947984055,6515486.429985141,6720769.577,6607095.760023503,1.923288852642641,1.8901892145223702,1.9250289050880671,1.9031267958233078,1.9550562658178132
TEMF,12559772.735688653,12500692.560721045,12467693.541187888,12490992.852929533,12556305.966567222,27174918.785177924,27174918.785177924,27174918.785177924,27174918.785177924,27174918.785177924,0.46218253069956394,0.4600084607259002,0.45879414175059724,0.4596515246898373,0.4620549583175143
TOBA,6872058.34,6974830.384342063,7018986.718461933,7200425.380403814,7298133.071190327,1368363.555109684,1397838.4879733918,1351051.373584464,1449751.6610204994,1417096.1399795085,5.022099802422775,4.989725525768204,5.1952034213472675,4.966661238611956,5.1500620637466845
TROF,80862537.43357374,81828716.15,83146769.56415848,85306247.02464841,86978583.66812229,54861932.13293413,54861932.13293413,54861932.13293413,54861932.13293413,54861932.13293413,1.4739279914101167,1.4915390867857434,1.5155640046123111,1.5549260426691804,1.5854086847938087
VEGE,50701661.49,50999366.04567835,51236682.63602246,52397054.17107695,53413019.25482428,86299383.47171862,86299383.47171862,86299383.47171862,86299383.47171862,86299383.47171862,0.587508965,0.5909586371771876,0.5937085593759005,0.6071544437886757,0.6189270085843473
WHEA,12995246.027284876,13062512.861060139,13041535.407998122,12935408.115351796,12751723.48914508,31987145.649055764,34079508.74307026,36258138.992776744,34129638.20637927,34607141.38449345,0.40626463423342324,0.38329522175745195,0.3596857359556216,0.37900806440233525,0.36847086985516786
YAMS,15640574.113713164,16390398.555972047,17320140.49254931,17825204.219549775,18667282.30058365,26780841.241159953,28295042.806285698,28900814.31336365,29013092.609934095,28822200.905625157,0.5840210161014242,0.5792674945991227,0.5992959334900307,0.6143848385692747,0.6476702581356444
